,carrier,p_nom,bus,yearcommissioned,retrofit,year_removed
DE0 3 ror,ror,146.0,DE0 3,1978.0,1978.0,2078.0
DE0 5 ror,ror,46.7,DE0 5,2010.0,2010.0,2110.0
DE0 13 ror,ror,12.0,DE0 13,1981.0,1981.0,2081.0
DE0 1 ror,ror,14.0,DE0 1,1938.0,1938.0,2038.0
DE0 13 ror,ror,12.2,DE0 13,1980.0,1980.0,2080.0
DE0 10 ror,ror,12.1,DE0 10,1985.0,1985.0,2085.0
DE0 13 ror,ror,10.9,DE0 13,1956.0,1956.0,2056.0
DE0 5 ror,ror,65.0,DE0 5,1918.0,1926.0,2026.0
DE0 13 ror,ror,35.1,DE0 13,1960.0,1960.0,2060.0
DE0 13 ror,ror,23.2,DE0 13,1955.0,1955.0,2055.0
DE0 13 ror,ror,23.3,DE0 13,1992.0,1992.0,2092.0
DE0 13 ror,ror,10.1,DE0 13,1966.0,1966.0,2066.0
DE0 13 ror,ror,25.0,DE0 13,1930.0,1930.0,2030.0
DE0 13 ror,ror,12.4,DE0 13,1983.0,1983.0,2083.0
DE0 10 ror,ror,13.6,DE0 10,1964.0,1964.0,2064.0
DE0 10 ror,ror,20.0,DE0 10,1965.0,1965.0,2065.0
DE0 8 ror,ror,14.2,DE0 8,1924.0,1924.0,2024.0
DE0 13 ror,ror,21.5,DE0 13,1994.0,1994.0,2094.0
DE0 13 ror,ror,24.1,DE0 13,1938.0,1938.0,2038.0
DE0 13 ror,ror,25.0,DE0 13,1938.0,1938.0,2038.0
DE0 10 ror,ror,18.8,DE0 10,1962.0,1962.0,2062.0
DE0 13 ror,ror,85.3,DE0 13,1924.0,1924.0,2024.0
DE0 13 ror,ror,92.0,DE0 13,1960.0,1983.0,2083.0
DE0 10 ror,ror,20.0,DE0 10,1962.0,1962.0,2062.0
DE0 13 ror,ror,53.7,DE0 13,1927.0,1927.0,2027.0
DE0 13 ror,ror,132.059,DE0 13,1955.0,1955.0,2055.0
DE0 13 ror,ror,19.8,DE0 13,1971.0,1971.0,2071.0
DE0 13 ror,ror,12.6,DE0 13,1984.0,1984.0,2084.0
DE0 15 ror,ror,16.0,DE0 15,1951.0,1951.0,2051.0
DE0 13 ror,ror,16.7,DE0 13,1975.0,1975.0,2075.0
DE0 13 ror,ror,11.3,DE0 13,1922.0,1922.0,2022.0
DE0 13 ror,ror,19.4,DE0 13,1977.0,1977.0,2077.0
DE0 13 ror,ror,86.4,DE0 13,1965.0,1965.0,2065.0
DE0 13 ror,ror,12.1,DE0 13,1984.0,1984.0,2084.0
DE0 13 ror,ror,19.2,DE0 13,1971.0,1971.0,2071.0
DE0 6 ror,ror,12.6,DE0 6,1994.0,1994.0,2094.0
DE0 13 ror,ror,22.3,DE0 13,1929.0,1929.0,2029.0
DE0 9 ror,ror,16.4,DE0 9,1965.0,1965.0,2065.0
DE0 13 ror,ror,12.0,DE0 13,1978.0,1978.0,2078.0
DE0 13 ror,ror,11.9,DE0 13,1954.0,1954.0,2054.0
DE0 13 ror,ror,11.2,DE0 13,1924.0,1924.0,2024.0
DE0 13 ror,ror,12.8,DE0 13,1955.0,1955.0,2055.0
DE0 13 ror,ror,16.2,DE0 13,1951.0,1951.0,2051.0
DE0 10 ror,ror,16.4,DE0 10,1966.0,1966.0,2066.0
DE0 8 ror,ror,50.0,DE0 8,1953.0,1953.0,2053.0
DE0 13 ror,ror,10.3,DE0 13,1967.0,1967.0,2067.0
DE0 13 ror,ror,12.6,DE0 13,1988.0,1988.0,2088.0
DE0 8 ror,ror,10.1,DE0 8,1965.0,1965.0,2065.0
DE0 10 ror,ror,16.4,DE0 10,1963.0,1963.0,2063.0
DE0 13 ror,ror,38.2,DE0 13,1970.0,1970.0,2070.0
DE0 8 ror,ror,11.0,DE0 8,1927.0,1927.0,2027.0
DE0 10 ror,ror,24.0,DE0 10,1962.0,1962.0,2062.0
DE0 13 ror,ror,15.0,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,16.6,DE0 13,1960.0,1960.0,2060.0
DE0 13 ror,ror,124.4,DE0 13,1944.0,1944.0,2044.0
DE0 13 ror,ror,26.0,DE0 13,1925.0,1925.0,2025.0
DE0 13 ror,ror,9.7,DE0 13,1952.0,1952.0,2052.0
DE0 10 ror,ror,18.4,DE0 10,1966.0,1966.0,2066.0
DE0 13 ror,ror,23.7,DE0 13,1970.0,1970.0,2070.0
DE0 13 ror,ror,18.9,DE0 13,1968.0,1968.0,2068.0
DE0 15 ror,ror,15.0,DE0 15,1965.0,1965.0,2065.0
DE0 13 ror,ror,20.2,DE0 13,1969.0,1969.0,2069.0
DE0 5 ror,ror,80.62,DE0 5,1934.0,1934.0,2034.0
DE0 4 ror,ror,17.8,DE0 4,1951.0,1951.0,2051.0
DE0 13 ror,ror,45.0,DE0 13,1922.0,1922.0,2022.0
DE0 13 ror,ror,27.0,DE0 13,1924.0,1924.0,2024.0
DE0 8 ror,ror,10.0,DE0 8,1982.0,1982.0,2082.0
DE0 13 ror,ror,14.8,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,25.0,DE0 13,1938.0,1938.0,2038.0
DE0 13 ror,ror,25.0,DE0 13,1985.0,1985.0,2085.0
DE0 8 ror,ror,0.132,DE0 8,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.099,DE0 14,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.5,DE0 7,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.413,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,2.6,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.145,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.24,DE0 13,1957.0,1957.0,2057.0
DE0 15 ror,ror,5.4,DE0 15,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.18,DE0 7,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.09,DE0 3,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.82,DE0 5,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.08,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.075,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,22.0,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.215,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,2.4,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,1.785,DE0 4,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.16,DE0 15,1957.0,1957.0,2057.0
DE0 8 ror,ror,1.1,DE0 8,1957.0,1957.0,2057.0
DE0 9 ror,ror,4.515,DE0 9,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.511,DE0 15,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.0375,DE0 0,1957.0,1957.0,2057.0
DE0 9 ror,ror,4.86,DE0 9,1957.0,1957.0,2057.0
DE0 10 ror,ror,1.45,DE0 10,1957.0,1957.0,2057.0
DE0 1 ror,ror,0.225,DE0 1,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.8,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.148,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.084,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.6,DE0 8,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.1,DE0 14,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.66,DE0 0,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.3,DE0 3,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.4,DE0 15,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.352,DE0 15,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.97,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.18,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.55,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.35,DE0 8,1957.0,1957.0,2057.0
DE0 15 ror,ror,1.504,DE0 15,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.505,DE0 4,1957.0,1957.0,2057.0
DE0 5 ror,ror,1.0,DE0 5,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.19,DE0 6,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.88,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,36.5,DE0 13,1942.0,1942.0,2042.0
DE0 13 ror,ror,36.6,DE0 13,1982.0,1982.0,2082.0
DE0 5 ror,ror,19.0,DE0 5,1942.0,1942.0,2042.0
DE0 13 ror,ror,10.5,DE0 13,1959.0,1959.0,2059.0
DE0 12 ror,ror,29.9,DE0 12,2011.0,2011.0,2111.0
DE0 0 ror,ror,130.3,DE0 0,1952.0,1958.0,2058.0
DE0 13 ror,ror,0.5,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,6.05,DE0 8,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.13,DE0 5,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.6459999999999999,DE0 4,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.75,DE0 9,1957.0,1957.0,2057.0
DE0 13 ror,ror,1.79,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.6,DE0 4,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.037,DE0 15,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.055,DE0 6,1957.0,1957.0,2057.0
DE0 4 ror,ror,1.05,DE0 4,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.5,DE0 3,1957.0,1957.0,2057.0
DE0 8 ror,ror,1.08,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.672,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.88,DE0 4,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.6,DE0 15,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.044,DE0 3,1957.0,1957.0,2057.0
DE0 10 ror,ror,0.42,DE0 10,1957.0,1957.0,2057.0
DE0 13 ror,ror,2.6,DE0 13,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.15,DE0 6,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.28,DE0 8,1957.0,1957.0,2057.0
DE0 15 ror,ror,1.7280000000000002,DE0 15,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.285,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.56,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.992,DE0 8,1957.0,1957.0,2057.0
DE0 1 ror,ror,0.8,DE0 1,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.55,DE0 8,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.12,DE0 7,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.465,DE0 5,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.08,DE0 6,1957.0,1957.0,2057.0
DE0 13 ror,ror,2.5,DE0 13,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.064,DE0 3,1957.0,1957.0,2057.0
DE0 5 ror,ror,1.152,DE0 5,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.107,DE0 3,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.132,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,1.155,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.16,DE0 8,1957.0,1957.0,2057.0
DE0 10 ror,ror,1.7280000000000002,DE0 10,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.452,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,4.42,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.35,DE0 8,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.13,DE0 6,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.72,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.205,DE0 8,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.8,DE0 15,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.39,DE0 0,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.43,DE0 9,1957.0,1957.0,2057.0
DE0 10 ror,ror,0.06,DE0 10,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.637,DE0 8,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.42,DE0 7,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.2,DE0 5,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.11,DE0 15,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.05,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.72,DE0 4,1957.0,1957.0,2057.0
DE0 1 ror,ror,1.4,DE0 1,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.196,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.09,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,2.4,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,3.35,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.279,DE0 5,1957.0,1957.0,2057.0
DE0 3 ror,ror,3.05,DE0 3,1957.0,1957.0,2057.0
DE0 13 ror,ror,26.1,DE0 13,1951.0,1951.0,2051.0
DE0 13 ror,ror,30.0,DE0 13,1992.0,1992.0,2092.0
DE0 5 ror,ror,30.0,DE0 5,1930.0,1984.0,2084.0
DE0 13 ror,ror,18.0,DE0 13,1951.0,1951.0,2051.0
DE0 3 ror,ror,0.12,DE0 3,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.032,DE0 9,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.08,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.1195,DE0 8,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.108,DE0 13,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.09,DE0 3,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.0625,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.075,DE0 5,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.037,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.04636,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.06,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.04864,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.145,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.4,DE0 5,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.036,DE0 5,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.25,DE0 8,1957.0,1957.0,2057.0
DE0 1 ror,ror,0.075,DE0 1,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.037,DE0 14,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.063,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.068,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.1,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,1.402,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.63,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.374,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.4350000000000001,DE0 13,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.2,DE0 6,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.061,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.35,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.39,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.355,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.45,DE0 4,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.04854,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.05,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.075,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.055,DE0 5,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.6459999999999999,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.075,DE0 8,1957.0,1957.0,2057.0
DE0 15 ror,ror,59.99999999999999,DE0 15,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.212,DE0 3,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.035,DE0 5,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.165,DE0 13,1957.0,1957.0,2057.0
DE0 11 ror,ror,0.17,DE0 11,1957.0,1957.0,2057.0
DE0 1 ror,ror,1.04,DE0 1,1957.0,1957.0,2057.0
DE0 15 ror,ror,5.8500000000000005,DE0 15,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.22,DE0 9,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.22,DE0 13,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.16,DE0 14,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.53,DE0 4,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.482,DE0 5,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.516,DE0 4,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.09,DE0 14,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.05,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.105,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.286,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.4,DE0 8,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.032,DE0 5,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.085,DE0 6,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.33,DE0 15,1957.0,1957.0,2057.0
DE0 1 ror,ror,0.24,DE0 1,1957.0,1957.0,2057.0
DE0 1 ror,ror,0.06,DE0 1,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.075,DE0 15,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.16,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.055,DE0 8,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.11,DE0 7,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.108,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.0575,DE0 0,1957.0,1957.0,2057.0
DE0 7 ror,ror,1.6,DE0 7,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.3,DE0 7,1957.0,1957.0,2057.0
DE0 10 ror,ror,0.05,DE0 10,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.055,DE0 7,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.25,DE0 8,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.036,DE0 3,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.224,DE0 9,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.24,DE0 9,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.39,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.075,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.1,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.05,DE0 13,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.35,DE0 14,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.105,DE0 6,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.075,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.32,DE0 8,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.08,DE0 6,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.145,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.095,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.1,DE0 13,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.48,DE0 15,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.18,DE0 4,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.072,DE0 5,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.08,DE0 5,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.0485,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.26,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.18,DE0 5,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.07,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.755,DE0 4,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.37,DE0 6,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.8800000000000001,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.05,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.15,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.09,DE0 13,1957.0,1957.0,2057.0
DE0 3 ror,ror,0.075,DE0 3,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.97,DE0 14,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.145,DE0 9,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.075,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.617,DE0 4,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.155,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.1,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.25,DE0 4,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.34,DE0 7,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.037,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.08,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.055,DE0 13,1957.0,1957.0,2057.0
DE0 2 ror,ror,0.11,DE0 2,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.145,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.6,DE0 4,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.15,DE0 7,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.08,DE0 5,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.3,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.045,DE0 8,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.22,DE0 7,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.23,DE0 8,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.037,DE0 6,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.11,DE0 0,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.085,DE0 7,1957.0,1957.0,2057.0
DE0 4 ror,ror,1.4,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.136,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.04,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.055,DE0 4,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.6625,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.35,DE0 13,1957.0,1957.0,2057.0
DE0 1 ror,ror,0.314,DE0 1,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.092,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.45,DE0 4,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.054,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.055,DE0 13,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.15,DE0 9,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.96,DE0 6,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.032,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.055,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.135,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.075,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,2.55,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.18,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.06,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,20.3,DE0 4,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.06,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.09,DE0 0,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.294,DE0 0,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.125,DE0 13,1957.0,1957.0,2057.0
DE0 14 ror,ror,0.685,DE0 14,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.22,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.032,DE0 13,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.235,DE0 6,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.074,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.4,DE0 13,1957.0,1957.0,2057.0
DE0 5 ror,ror,0.316,DE0 5,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.038,DE0 15,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.15,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.305,DE0 13,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.075,DE0 7,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.075,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.07,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.055,DE0 13,1957.0,1957.0,2057.0
DE0 9 ror,ror,0.085,DE0 9,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.36,DE0 13,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.135,DE0 7,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.225,DE0 7,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.052,DE0 6,1957.0,1957.0,2057.0
DE0 15 ror,ror,0.055,DE0 15,1957.0,1957.0,2057.0
DE0 7 ror,ror,0.264,DE0 7,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.04,DE0 13,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.23,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.35,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.185,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.11,DE0 4,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.605,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.145,DE0 8,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.06,DE0 8,1957.0,1957.0,2057.0
DE0 6 ror,ror,0.185,DE0 6,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.06,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.9,DE0 8,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.0844,DE0 4,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.034,DE0 0,1957.0,1957.0,2057.0
DE0 9 ror,ror,1.5,DE0 9,1957.0,1957.0,2057.0
DE0 13 ror,ror,3.1500000000000004,DE0 13,1957.0,1957.0,2057.0
DE0 13 ror,ror,0.3720000000000001,DE0 13,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.04,DE0 0,1957.0,1957.0,2057.0
DE0 4 ror,ror,0.235,DE0 4,1957.0,1957.0,2057.0
DE0 13 ror,ror,1.4240000000000002,DE0 13,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.42,DE0 8,1957.0,1957.0,2057.0
DE0 0 ror,ror,0.05,DE0 0,1957.0,1957.0,2057.0
DE0 8 ror,ror,0.25,DE0 8,1957.0,1957.0,2057.0
